"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.734099412E2,1.046000004E0,6.029999852E-1,-8.000000380E-3
2.734149109E2,7.490000129E-1,6.119999886E-1,7.710000277E-1
2.734198807E2,7.490000129E-1,6.119999886E-1,7.710000277E-1
2.734248505E2,7.490000129E-1,6.119999886E-1,7.710000277E-1
2.734298206E2,7.039999962E-1,8.299999833E-1,1.070999980E0
2.734347912E2,7.039999962E-1,8.299999833E-1,1.070999980E0
2.734397618E2,7.039999962E-1,8.299999833E-1,1.070999980E0
2.734447322E2,2.509999871E-1,9.819999933E-1,6.190000176E-1
2.734497020E2,2.509999871E-1,9.819999933E-1,6.190000176E-1
2.734546718E2,2.509999871E-1,9.819999933E-1,6.190000176E-1
2.734596417E2,2.509999871E-1,9.819999933E-1,6.190000176E-1
2.734646122E2,1.369999945E-1,1.024000049E0,5.040000081E-1
2.734695828E2,1.369999945E-1,1.024000049E0,5.040000081E-1
2.734745534E2,1.369999945E-1,1.024000049E0,5.040000081E-1
2.734795229E2,-4.760000110E-1,7.289999723E-1,8.949999809E-1
2.734844923E2,-4.760000110E-1,7.289999723E-1,8.949999809E-1
2.734894616E2,-4.760000110E-1,7.289999723E-1,8.949999809E-1
2.734944307E2,-4.189999998E-1,4.169999957E-1,1.304999948E0
2.734993996E2,-4.189999998E-1,4.169999957E-1,1.304999948E0
2.735043685E2,-4.189999998E-1,4.169999957E-1,1.304999948E0
2.735093374E2,-2.809999883E-1,-7.000000030E-2,1.452999949E0
2.735143063E2,-2.809999883E-1,-7.000000030E-2,1.452999949E0
2.735192751E2,-2.809999883E-1,-7.000000030E-2,1.452999949E0
2.735242443E2,-1.700000018E-1,-3.319999874E-1,1.838999987E0
2.735292145E2,-1.700000018E-1,-3.319999874E-1,1.838999987E0
2.735341847E2,-1.700000018E-1,-3.319999874E-1,1.838999987E0
2.735391549E2,-1.700000018E-1,-3.319999874E-1,1.838999987E0
2.735441255E2,2.689999938E-1,-6.579999924E-1,2.598999977E0
2.735490961E2,2.689999938E-1,-6.579999924E-1,2.598999977E0
2.735540666E2,2.689999938E-1,-6.579999924E-1,2.598999977E0
2.735590366E2,4.920000136E-1,-8.379999995E-1,2.997999907E0
2.735640064E2,4.920000136E-1,-8.379999995E-1,2.997999907E0
2.735689762E2,4.920000136E-1,-8.379999995E-1,2.997999907E0
2.735739458E2,4.990000129E-1,-7.639999986E-1,3.558000088E0
2.735789153E2,4.990000129E-1,-7.639999986E-1,3.558000088E0
2.735838849E2,4.990000129E-1,-7.639999986E-1,3.558000088E0
2.735888540E2,6.299999952E-1,-4.370000064E-1,4.074999809E0
2.735938226E2,6.299999952E-1,-4.370000064E-1,4.074999809E0
2.735987911E2,6.299999952E-1,-4.370000064E-1,4.074999809E0
2.736037598E2,1.150000021E-1,-6.800000072E-1,4.237999916E0
2.736087293E2,1.150000021E-1,-6.800000072E-1,4.237999916E0
2.736136987E2,1.150000021E-1,-6.800000072E-1,4.237999916E0
2.736186681E2,1.150000021E-1,-6.800000072E-1,4.237999916E0
2.736236372E2,1.700000092E-2,2.090000063E-1,3.563999891E0
2.736286063E2,1.700000092E-2,2.090000063E-1,3.563999891E0
2.736335755E2,1.700000092E-2,2.090000063E-1,3.563999891E0
2.736385445E2,-3.120000064E-1,5.989999771E-1,2.308000088E0
2.736435136E2,-3.120000064E-1,5.989999771E-1,2.308000088E0
2.736484827E2,-3.120000064E-1,5.989999771E-1,2.308000088E0
2.736534518E2,-3.330000043E-1,8.019999862E-1,1.116999984E0
2.736584209E2,-3.330000043E-1,8.019999862E-1,1.116999984E0
2.736633900E2,-3.330000043E-1,8.019999862E-1,1.116999984E0
2.736683593E2,-4.810000062E-1,2.109999955E-1,5.910000205E-1
2.736733287E2,-4.810000062E-1,2.109999955E-1,5.910000205E-1
2.736782982E2,-4.810000062E-1,2.109999955E-1,5.910000205E-1
2.736832675E2,-1.430000067E-1,3.190000057E-1,5.099999905E-2
2.736882364E2,-1.430000067E-1,3.190000057E-1,5.099999905E-2
2.736932054E2,-1.430000067E-1,3.190000057E-1,5.099999905E-2
2.736981743E2,-1.430000067E-1,3.190000057E-1,5.099999905E-2
2.737031452E2,-2.430000007E-1,1.040000021E-1,-6.129999757E-1
2.737081161E2,-2.430000007E-1,1.040000021E-1,-6.129999757E-1
2.737130869E2,-2.430000007E-1,1.040000021E-1,-6.129999757E-1
2.737180564E2,-1.529999971E-1,5.000000075E-2,-7.829999924E-1
2.737230256E2,-1.529999971E-1,5.000000075E-2,-7.829999924E-1
2.737279949E2,-1.529999971E-1,5.000000075E-2,-7.829999924E-1
2.737329638E2,-2.349999994E-1,1.600000076E-2,-1.355999947E0
2.737379326E2,-2.349999994E-1,1.600000076E-2,-1.355999947E0
2.737429014E2,-2.349999994E-1,1.600000076E-2,-1.355999947E0
2.737478706E2,-6.639999747E-1,-1.959999949E-1,-2.111999989E0
2.737528406E2,-6.639999747E-1,-1.959999949E-1,-2.111999989E0
2.737578106E2,-6.639999747E-1,-1.959999949E-1,-2.111999989E0
2.737627804E2,-5.740000010E-1,-4.009999931E-1,-2.236999989E0
2.737677500E2,-5.740000010E-1,-4.009999931E-1,-2.236999989E0
2.737727195E2,-5.740000010E-1,-4.009999931E-1,-2.236999989E0
2.737776890E2,-5.740000010E-1,-4.009999931E-1,-2.236999989E0
2.737826591E2,-4.009999931E-1,-7.779999971E-1,-2.377000093E0
2.737876291E2,-4.009999931E-1,-7.779999971E-1,-2.377000093E0
2.737925991E2,-4.009999931E-1,-7.779999971E-1,-2.377000093E0
2.737975684E2,-9.000000358E-2,-8.610000014E-1,-2.618999958E0
2.738025376E2,-9.000000358E-2,-8.610000014E-1,-2.618999958E0
2.738075069E2,-9.000000358E-2,-8.610000014E-1,-2.618999958E0
2.738124768E2,7.599999756E-2,-1.261999965E0,-2.030999899E0
2.738174472E2,7.599999756E-2,-1.261999965E0,-2.030999899E0
2.738224176E2,7.599999756E-2,-1.261999965E0,-2.030999899E0
2.738273878E2,2.989999950E-1,-9.509999752E-1,-1.856999993E0
2.738323577E2,2.989999950E-1,-9.509999752E-1,-1.856999993E0
2.738373276E2,2.989999950E-1,-9.509999752E-1,-1.856999993E0
2.738422975E2,5.180000067E-1,-6.409999728E-1,-2.724999905E0
2.738472673E2,5.180000067E-1,-6.409999728E-1,-2.724999905E0
2.738522371E2,5.180000067E-1,-6.409999728E-1,-2.724999905E0
2.738572069E2,5.180000067E-1,-6.409999728E-1,-2.724999905E0
2.738621766E2,7.500000000E-1,1.080000028E-1,-4.212999821E0
2.738671463E2,7.500000000E-1,1.080000028E-1,-4.212999821E0
2.738721160E2,7.500000000E-1,1.080000028E-1,-4.212999821E0
2.738770854E2,9.599999785E-1,4.189999998E-1,-4.494999886E0
2.738820548E2,9.599999785E-1,4.189999998E-1,-4.494999886E0
2.738870241E2,9.599999785E-1,4.189999998E-1,-4.494999886E0
2.738919933E2,6.269999743E-1,1.809999943E-1,-3.595000029E0
2.738969626E2,6.269999743E-1,1.809999943E-1,-3.595000029E0
2.739019318E2,6.269999743E-1,1.809999943E-1,-3.595000029E0
2.739069015E2,2.910000086E-1,9.200000018E-2,-1.557999969E0
2.739118720E2,2.910000086E-1,9.200000018E-2,-1.557999969E0
2.739168424E2,2.910000086E-1,9.200000018E-2,-1.557999969E0
2.739218127E2,2.099999972E-2,-8.699999750E-2,9.399999678E-2
2.739267821E2,2.099999972E-2,-8.699999750E-2,9.399999678E-2
2.739317516E2,2.099999972E-2,-8.699999750E-2,9.399999678E-2
2.739367210E2,2.099999972E-2,-8.699999750E-2,9.399999678E-2
2.739416897E2,4.000000060E-1,2.199999988E-1,3.819999993E-1
2.739466583E2,4.000000060E-1,2.199999988E-1,3.819999993E-1
2.739516270E2,4.000000060E-1,2.199999988E-1,3.819999993E-1
2.739565960E2,4.040000141E-1,6.029999852E-1,1.819999963E-1
2.739615652E2,4.040000141E-1,6.029999852E-1,1.819999963E-1
2.739665343E2,4.040000141E-1,6.029999852E-1,1.819999963E-1
2.739715032E2,2.520000041E-1,9.580000043E-1,2.329999954E-1
2.739764719E2,2.520000041E-1,9.580000043E-1,2.329999954E-1
2.739814407E2,2.520000041E-1,9.580000043E-1,2.329999954E-1
2.739864092E2,5.600000173E-2,1.021000028E0,4.440000057E-1
2.739913773E2,5.600000173E-2,1.021000028E0,4.440000057E-1
2.739963454E2,5.600000173E-2,1.021000028E0,4.440000057E-1
2.740013139E2,-8.799999952E-2,8.569999933E-1,8.240000010E-1
2.740062835E2,-8.799999952E-2,8.569999933E-1,8.240000010E-1
2.740112531E2,-8.799999952E-2,8.569999933E-1,8.240000010E-1
2.740162227E2,-8.799999952E-2,8.569999933E-1,8.240000010E-1
2.740211912E2,-3.889999986E-1,6.039999723E-1,1.697999954E0
2.740261599E2,-3.889999986E-1,6.039999723E-1,1.697999954E0
2.740311285E2,-3.889999986E-1,6.039999723E-1,1.697999954E0
2.740360968E2,-4.490000010E-1,3.790000081E-1,2.401999950E0
2.740410650E2,-4.490000010E-1,3.790000081E-1,2.401999950E0
2.740460332E2,-4.490000010E-1,3.790000081E-1,2.401999950E0
2.740510024E2,-7.609999776E-1,-1.509999931E-1,3.609999895E0
2.740559722E2,-7.609999776E-1,-1.509999931E-1,3.609999895E0
2.740609420E2,-7.609999776E-1,-1.509999931E-1,3.609999895E0
2.740659114E2,-8.889999986E-1,-1.469999999E-1,3.963000059E0
2.740708804E2,-8.889999986E-1,-1.469999999E-1,3.963000059E0
2.740758493E2,-8.889999986E-1,-1.469999999E-1,3.963000059E0
2.740808185E2,-9.210000038E-1,1.600000076E-2,3.825000048E0
2.740857884E2,-9.210000038E-1,1.600000076E-2,3.825000048E0
2.740907583E2,-9.210000038E-1,1.600000076E-2,3.825000048E0
2.740957282E2,-9.210000038E-1,1.600000076E-2,3.825000048E0
2.741006973E2,-7.390000224E-1,-4.699999839E-2,3.921000004E0
2.741056664E2,-7.390000224E-1,-4.699999839E-2,3.921000004E0
2.741106355E2,-7.390000224E-1,-4.699999839E-2,3.921000004E0
2.741156047E2,-5.910000205E-1,6.700000167E-2,3.651000023E0
2.741205740E2,-5.910000205E-1,6.700000167E-2,3.651000023E0
2.741255432E2,-5.910000205E-1,6.700000167E-2,3.651000023E0
2.741305121E2,-4.350000024E-1,2.960000038E-1,2.927999973E0
2.741354808E2,-4.350000024E-1,2.960000038E-1,2.927999973E0
2.741404494E2,-4.350000024E-1,2.960000038E-1,2.927999973E0
2.741454181E2,-2.860000134E-1,2.479999959E-1,1.955000043E0
2.741503868E2,-2.860000134E-1,2.479999959E-1,1.955000043E0
2.741553555E2,-2.860000134E-1,2.479999959E-1,1.955000043E0
2.741603244E2,5.299999937E-2,3.019999862E-1,6.890000105E-1
2.741652935E2,5.299999937E-2,3.019999862E-1,6.890000105E-1
2.741702626E2,5.299999937E-2,3.019999862E-1,6.890000105E-1
2.741752318E2,5.299999937E-2,3.019999862E-1,6.890000105E-1
2.741802005E2,0.000000000E0,-1.889999956E-1,-8.100000024E-2
2.741851692E2,0.000000000E0,-1.889999956E-1,-8.100000024E-2
2.741901380E2,0.000000000E0,-1.889999956E-1,-8.100000024E-2
2.741951078E2,-1.040000021E-1,-4.079999924E-1,1.239999980E-1
2.742000778E2,-1.040000021E-1,-4.079999924E-1,1.239999980E-1
2.742050478E2,-1.040000021E-1,-4.079999924E-1,1.239999980E-1
2.742100177E2,-5.400000215E-1,-7.170000076E-1,-2.829999924E-1
2.742149876E2,-5.400000215E-1,-7.170000076E-1,-2.829999924E-1
2.742199575E2,-5.400000215E-1,-7.170000076E-1,-2.829999924E-1
2.742249275E2,-5.649999976E-1,-7.590000033E-1,-8.220000267E-1
2.742298978E2,-5.649999976E-1,-7.590000033E-1,-8.220000267E-1
2.742348680E2,-5.649999976E-1,-7.590000033E-1,-8.220000267E-1
2.742398383E2,-3.260000050E-1,-6.420000196E-1,-1.273000002E0
2.742448087E2,-3.260000050E-1,-6.420000196E-1,-1.273000002E0
2.742497792E2,-3.260000050E-1,-6.420000196E-1,-1.273000002E0
2.742547497E2,-3.260000050E-1,-6.420000196E-1,-1.273000002E0
2.742597182E2,-2.930000126E-1,-4.429999888E-1,-2.464999914E0
2.742646868E2,-2.930000126E-1,-4.429999888E-1,-2.464999914E0
2.742696553E2,-2.930000126E-1,-4.429999888E-1,-2.464999914E0
2.742746241E2,-1.099999994E-2,-2.409999967E-1,-2.733000040E0
2.742795929E2,-1.099999994E-2,-2.409999967E-1,-2.733000040E0
2.742845618E2,-1.099999994E-2,-2.409999967E-1,-2.733000040E0
2.742895310E2,5.879999995E-1,3.700000048E-2,-2.767999887E0
2.742945003E2,5.879999995E-1,3.700000048E-2,-2.767999887E0
2.742994696E2,5.879999995E-1,3.700000048E-2,-2.767999887E0
2.743044389E2,6.809999943E-1,2.700000070E-2,-2.760999918E0
2.743094081E2,6.809999943E-1,2.700000070E-2,-2.760999918E0
2.743143774E2,6.809999943E-1,2.700000070E-2,-2.760999918E0
2.743193465E2,4.149999917E-1,-5.640000105E-1,-1.424999952E0
2.743243154E2,4.149999917E-1,-5.640000105E-1,-1.424999952E0
2.743292842E2,4.149999917E-1,-5.640000105E-1,-1.424999952E0
2.743342531E2,4.149999917E-1,-5.640000105E-1,-1.424999952E0
2.743392220E2,-1.519999951E-1,-5.699999928E-1,-1.172999978E0
2.743441910E2,-1.519999951E-1,-5.699999928E-1,-1.172999978E0
2.743491599E2,-1.519999951E-1,-5.699999928E-1,-1.172999978E0
2.743541296E2,-5.220000148E-1,-2.199999988E-2,-2.700000048E0
2.743590994E2,-5.220000148E-1,-2.199999988E-2,-2.700000048E0
2.743640692E2,-5.220000148E-1,-2.199999988E-2,-2.700000048E0
2.743690387E2,-7.540000081E-1,4.040000141E-1,-3.891999960E0
2.743740080E2,-7.540000081E-1,4.040000141E-1,-3.891999960E0
2.743789774E2,-7.540000081E-1,4.040000141E-1,-3.891999960E0
2.743839466E2,-7.749999762E-1,9.580000043E-1,-4.769000053E0
2.743889156E2,-7.749999762E-1,9.580000043E-1,-4.769000053E0
2.743938847E2,-7.749999762E-1,9.580000043E-1,-4.769000053E0
2.743988537E2,-5.630000234E-1,1.151999950E0,-4.945000172E0
2.744038223E2,-5.630000234E-1,1.151999950E0,-4.945000172E0
2.744087909E2,-5.630000234E-1,1.151999950E0,-4.945000172E0
2.744137596E2,-5.630000234E-1,1.151999950E0,-4.945000172E0
2.744187284E2,2.540000081E-1,5.929999948E-1,-2.144999981E0
2.744236973E2,2.540000081E-1,5.929999948E-1,-2.144999981E0
2.744286661E2,2.540000081E-1,5.929999948E-1,-2.144999981E0
2.744336351E2,5.509999990E-1,4.379999936E-1,2.759999931E-1
2.744386042E2,5.509999990E-1,4.379999936E-1,2.759999931E-1
2.744435732E2,5.509999990E-1,4.379999936E-1,2.759999931E-1
2.744485427E2,6.629999876E-1,3.160000145E-1,1.478000045E0
2.744535124E2,6.629999876E-1,3.160000145E-1,1.478000045E0
2.744584821E2,6.629999876E-1,3.160000145E-1,1.478000045E0
2.744634516E2,7.340000272E-1,3.919999897E-1,2.210999966E0
2.744684207E2,7.340000272E-1,3.919999897E-1,2.210999966E0
2.744733898E2,7.340000272E-1,3.919999897E-1,2.210999966E0
2.744783588E2,4.909999967E-1,2.980000079E-1,1.745000005E0
2.744833274E2,4.909999967E-1,2.980000079E-1,1.745000005E0
2.744882960E2,4.909999967E-1,2.980000079E-1,1.745000005E0
2.744932645E2,4.909999967E-1,2.980000079E-1,1.745000005E0
2.744982346E2,5.180000067E-1,9.649999738E-1,7.409999967E-1
2.745032047E2,5.180000067E-1,9.649999738E-1,7.409999967E-1
2.745081748E2,5.180000067E-1,9.649999738E-1,7.409999967E-1
2.745131447E2,2.999999933E-2,9.629999995E-1,3.939999938E-1
2.745181145E2,2.999999933E-2,9.629999995E-1,3.939999938E-1
2.745230842E2,2.999999933E-2,9.629999995E-1,3.939999938E-1
2.745280534E2,-9.000000358E-2,9.800000191E-1,4.259999990E-1
2.745330222E2,-9.000000358E-2,9.800000191E-1,4.259999990E-1
2.745379909E2,-9.000000358E-2,9.800000191E-1,4.259999990E-1
2.745429593E2,-1.979999989E-1,5.429999828E-1,6.980000138E-1
2.745479272E2,-1.979999989E-1,5.429999828E-1,6.980000138E-1
2.745528951E2,-1.979999989E-1,5.429999828E-1,6.980000138E-1
2.745578630E2,-4.020000100E-1,1.040000021E-1,9.840000272E-1
2.745628311E2,-4.020000100E-1,1.040000021E-1,9.840000272E-1
2.745677992E2,-4.020000100E-1,1.040000021E-1,9.840000272E-1
2.745727673E2,-4.020000100E-1,1.040000021E-1,9.840000272E-1
2.745777370E2,-4.749999940E-1,-1.490000039E-1,1.575000048E0
2.745827067E2,-4.749999940E-1,-1.490000039E-1,1.575000048E0
2.745876763E2,-4.749999940E-1,-1.490000039E-1,1.575000048E0
2.745926460E2,-1.379999965E-1,-5.170000196E-1,2.194000006E0
2.745976157E2,-1.379999965E-1,-5.170000196E-1,2.194000006E0
2.746025853E2,-1.379999965E-1,-5.170000196E-1,2.194000006E0
2.746075545E2,-1.630000025E-1,-9.359999895E-1,2.826999903E0
2.746125235E2,-1.630000025E-1,-9.359999895E-1,2.826999903E0
2.746174924E2,-1.630000025E-1,-9.359999895E-1,2.826999903E0
2.746224615E2,-6.199999899E-2,-9.049999714E-1,3.019000053E0
2.746274309E2,-6.199999899E-2,-9.049999714E-1,3.019000053E0
2.746324003E2,-6.199999899E-2,-9.049999714E-1,3.019000053E0
2.746373698E2,4.500000179E-2,-5.419999957E-1,3.430000067E0
2.746423395E2,4.500000179E-2,-5.419999957E-1,3.430000067E0
2.746473092E2,4.500000179E-2,-5.419999957E-1,3.430000067E0
2.746522789E2,4.500000179E-2,-5.419999957E-1,3.430000067E0
2.746572487E2,1.200000010E-2,-6.470000148E-1,3.592999935E0
2.746622184E2,1.200000010E-2,-6.470000148E-1,3.592999935E0
2.746671881E2,1.200000010E-2,-6.470000148E-1,3.592999935E0
2.746721581E2,2.910000086E-1,-1.340000033E-1,3.260999918E0
2.746771280E2,2.910000086E-1,-1.340000033E-1,3.260999918E0
2.746820980E2,2.910000086E-1,-1.340000033E-1,3.260999918E0
2.746870674E2,3.989999890E-1,2.189999968E-1,2.592000008E0
2.746920366E2,3.989999890E-1,2.189999968E-1,2.592000008E0
2.746970057E2,3.989999890E-1,2.189999968E-1,2.592000008E0
2.747019748E2,1.949999928E-1,5.210000277E-1,1.710999966E0
2.747069437E2,1.949999928E-1,5.210000277E-1,1.710999966E0
2.747119127E2,1.949999928E-1,5.210000277E-1,1.710999966E0
2.747168816E2,2.220000029E-1,5.879999995E-1,9.160000086E-1
2.747218500E2,2.220000029E-1,5.879999995E-1,9.160000086E-1
2.747268185E2,2.220000029E-1,5.879999995E-1,9.160000086E-1
2.747317870E2,2.220000029E-1,5.879999995E-1,9.160000086E-1
2.747367550E2,1.749999970E-1,2.500000000E-1,7.699999958E-2
2.747417231E2,1.749999970E-1,2.500000000E-1,7.699999958E-2
2.747466912E2,1.749999970E-1,2.500000000E-1,7.699999958E-2
2.747516601E2,2.020000070E-1,-9.600000083E-2,6.499999762E-2
2.747566292E2,2.020000070E-1,-9.600000083E-2,6.499999762E-2
2.747615983E2,2.020000070E-1,-9.600000083E-2,6.499999762E-2
2.747665676E2,3.880000114E-1,-3.059999943E-1,-1.400000043E-2
2.747715369E2,3.880000114E-1,-3.059999943E-1,-1.400000043E-2
2.747765062E2,3.880000114E-1,-3.059999943E-1,-1.400000043E-2
2.747814751E2,3.490000069E-1,-3.779999912E-1,-6.119999886E-1
2.747864433E2,3.490000069E-1,-3.779999912E-1,-6.119999886E-1
2.747914114E2,3.490000069E-1,-3.779999912E-1,-6.119999886E-1
2.747963796E2,1.940000057E-1,-6.599999964E-2,-1.034000039E0
2.748013478E2,1.940000057E-1,-6.599999964E-2,-1.034000039E0
2.748063159E2,1.940000057E-1,-6.599999964E-2,-1.034000039E0
2.748112841E2,1.940000057E-1,-6.599999964E-2,-1.034000039E0
2.748162536E2,-1.000000047E-3,1.899999939E-2,-1.371999979E0
2.748212230E2,-1.000000047E-3,1.899999939E-2,-1.371999979E0
2.748261925E2,-1.000000047E-3,1.899999939E-2,-1.371999979E0
2.748311616E2,1.899999976E-1,9.999999776E-3,-1.843000054E0
2.748361306E2,1.899999976E-1,9.999999776E-3,-1.843000054E0
2.748410997E2,1.899999976E-1,9.999999776E-3,-1.843000054E0
2.748460686E2,-6.400000304E-2,7.100000232E-2,-2.927000046E0
2.748510375E2,-6.400000304E-2,7.100000232E-2,-2.927000046E0
2.748560065E2,-6.400000304E-2,7.100000232E-2,-2.927000046E0
2.748609750E2,4.999999888E-3,-2.469999939E-1,-3.073999882E0
2.748659430E2,4.999999888E-3,-2.469999939E-1,-3.073999882E0
2.748709110E2,4.999999888E-3,-2.469999939E-1,-3.073999882E0
2.748758793E2,-3.499999940E-1,-7.020000219E-1,-2.275000095E0
2.748808484E2,-3.499999940E-1,-7.020000219E-1,-2.275000095E0
2.748858175E2,-3.499999940E-1,-7.020000219E-1,-2.275000095E0
2.748907866E2,-3.499999940E-1,-7.020000219E-1,-2.275000095E0
2.748957552E2,1.780000031E-1,-3.720000088E-1,-2.763000011E0
2.749007237E2,1.780000031E-1,-3.720000088E-1,-2.763000011E0
2.749056923E2,1.780000031E-1,-3.720000088E-1,-2.763000011E0
2.749106608E2,2.569999993E-1,1.180000007E-1,-3.957999945E0
2.749156294E2,2.569999993E-1,1.180000007E-1,-3.957999945E0
2.749205980E2,2.569999993E-1,1.180000007E-1,-3.957999945E0
2.749255666E2,2.960000038E-1,8.450000286E-1,-4.439000130E0
2.749305352E2,2.960000038E-1,8.450000286E-1,-4.439000130E0
2.749355039E2,2.960000038E-1,8.450000286E-1,-4.439000130E0
2.749404728E2,5.700000003E-2,1.082999945E0,-3.832000017E0
2.749454420E2,5.700000003E-2,1.082999945E0,-3.832000017E0
2.749504112E2,5.700000003E-2,1.082999945E0,-3.832000017E0
2.749553803E2,-1.539999992E-1,6.639999747E-1,-2.332000017E0
2.749603486E2,-1.539999992E-1,6.639999747E-1,-2.332000017E0
2.749653170E2,-1.539999992E-1,6.639999747E-1,-2.332000017E0
2.749702854E2,-1.539999992E-1,6.639999747E-1,-2.332000017E0
2.749752549E2,-6.100000143E-1,4.810000062E-1,-9.120000005E-1
2.749802243E2,-6.100000143E-1,4.810000062E-1,-9.120000005E-1
2.749851937E2,-6.100000143E-1,4.810000062E-1,-9.120000005E-1
2.749901636E2,-6.759999990E-1,6.259999871E-1,-1.959999949E-1
2.749951336E2,-6.759999990E-1,6.259999871E-1,-1.959999949E-1
2.750001036E2,-6.759999990E-1,6.259999871E-1,-1.959999949E-1
2.750050731E2,-3.630000055E-1,8.100000024E-1,1.449999958E-1
2.750100423E2,-3.630000055E-1,8.100000024E-1,1.449999958E-1
2.750150115E2,-3.630000055E-1,8.100000024E-1,1.449999958E-1
2.750199805E2,-3.100000024E-1,8.199999928E-1,-2.259999961E-1
2.750249491E2,-3.100000024E-1,8.199999928E-1,-2.259999961E-1
2.750299177E2,-3.100000024E-1,8.199999928E-1,-2.259999961E-1
2.750348866E2,-4.500000179E-2,8.590000272E-1,-9.399999678E-2
2.750398564E2,-4.500000179E-2,8.590000272E-1,-9.399999678E-2
2.750448263E2,-4.500000179E-2,8.590000272E-1,-9.399999678E-2
2.750497962E2,-4.500000179E-2,8.590000272E-1,-9.399999678E-2
2.750547649E2,-1.089999974E-1,1.000000000E0,4.259999990E-1
2.750597336E2,-1.089999974E-1,1.000000000E0,4.259999990E-1
2.750647024E2,-1.089999974E-1,1.000000000E0,4.259999990E-1
2.750696710E2,-3.019999862E-1,9.739999771E-1,9.649999738E-1
2.750746395E2,-3.019999862E-1,9.739999771E-1,9.649999738E-1
2.750796081E2,-3.019999862E-1,9.739999771E-1,9.649999738E-1
2.750845766E2,-3.500000015E-2,6.320000291E-1,1.675999999E0
2.750895451E2,-3.500000015E-2,6.320000291E-1,1.675999999E0
2.750945136E2,-3.500000015E-2,6.320000291E-1,1.675999999E0
2.750994831E2,-4.199999943E-2,6.100000069E-2,2.505000114E0
2.751044539E2,-4.199999943E-2,6.100000069E-2,2.505000114E0
2.751094248E2,-4.199999943E-2,6.100000069E-2,2.505000114E0
2.751143956E2,-1.270000041E-1,-2.599999905E-1,3.351999998E0
2.751193660E2,-1.270000041E-1,-2.599999905E-1,3.351999998E0
2.751243365E2,-1.270000041E-1,-2.599999905E-1,3.351999998E0
2.751293069E2,-1.270000041E-1,-2.599999905E-1,3.351999998E0
2.751342761E2,6.700000167E-2,-5.310000181E-1,3.851000071E0
2.751392454E2,6.700000167E-2,-5.310000181E-1,3.851000071E0
2.751442146E2,6.700000167E-2,-5.310000181E-1,3.851000071E0
2.751491832E2,2.399999946E-1,-5.640000105E-1,4.046999931E0
2.751541517E2,2.399999946E-1,-5.640000105E-1,4.046999931E0
2.751591202E2,2.399999946E-1,-5.640000105E-1,4.046999931E0
2.751640898E2,4.699999839E-2,-4.609999955E-1,3.519999981E0
2.751690600E2,4.699999839E-2,-4.609999955E-1,3.519999981E0
2.751740301E2,4.699999839E-2,-4.609999955E-1,3.519999981E0
2.751789997E2,-8.699999750E-2,-2.409999967E-1,3.216000080E0
2.751839682E2,-8.699999750E-2,-2.409999967E-1,3.216000080E0
2.751889368E2,-8.699999750E-2,-2.409999967E-1,3.216000080E0
2.751939057E2,-3.350000083E-1,-2.280000001E-1,3.059999943E0
2.751988759E2,-3.350000083E-1,-2.280000001E-1,3.059999943E0
2.752038460E2,-3.350000083E-1,-2.280000001E-1,3.059999943E0
2.752088162E2,-3.350000083E-1,-2.280000001E-1,3.059999943E0
2.752137861E2,-6.859999895E-1,-6.300000101E-2,2.502000093E0
2.752187560E2,-6.859999895E-1,-6.300000101E-2,2.502000093E0
2.752237259E2,-6.859999895E-1,-6.300000101E-2,2.502000093E0
2.752286964E2,-4.309999943E-1,-1.120000035E-1,1.161999941E0
2.752336669E2,-4.309999943E-1,-1.120000035E-1,1.161999941E0
2.752386375E2,-4.309999943E-1,-1.120000035E-1,1.161999941E0
2.752436075E2,-2.290000021E-1,2.600000054E-2,-5.759999752E-1
2.752485772E2,-2.290000021E-1,2.600000054E-2,-5.759999752E-1
2.752535470E2,-2.290000021E-1,2.600000054E-2,-5.759999752E-1
2.752585166E2,-1.190000027E-1,6.499999762E-2,-1.440999985E0
2.752634860E2,-1.190000027E-1,6.499999762E-2,-1.440999985E0
2.752684554E2,-1.190000027E-1,6.499999762E-2,-1.440999985E0
2.752734246E2,-5.780000091E-1,-3.840000033E-1,-1.347000003E0
2.752783927E2,-5.780000091E-1,-3.840000033E-1,-1.347000003E0
2.752833609E2,-5.780000091E-1,-3.840000033E-1,-1.347000003E0
2.752883290E2,-5.780000091E-1,-3.840000033E-1,-1.347000003E0
2.752932987E2,-7.260000110E-1,-6.600000262E-1,-1.511000037E0
2.752982683E2,-7.260000110E-1,-6.600000262E-1,-1.511000037E0
2.753032379E2,-7.260000110E-1,-6.600000262E-1,-1.511000037E0
2.753082074E2,-2.939999998E-1,-4.059999883E-1,-1.715000033E0
2.753131769E2,-2.939999998E-1,-4.059999883E-1,-1.715000033E0
2.753181464E2,-2.939999998E-1,-4.059999883E-1,-1.715000033E0
2.753231153E2,-7.800000161E-2,-9.499999881E-2,-1.889999986E0
2.753280838E2,-7.800000161E-2,-9.499999881E-2,-1.889999986E0
2.753330522E2,-7.800000161E-2,-9.499999881E-2,-1.889999986E0
2.753380213E2,4.140000045E-1,8.399999887E-2,-2.460000038E0
2.753429911E2,4.140000045E-1,8.399999887E-2,-2.460000038E0
